bookid,title,author,genres,rating,numofratings,bbescores,pages,price
1515,Rebel Angels,Libba Bray,Fantasy,3.92,105970,3124,548,2.0
1516,The Forest of Hands and Teeth,Carrie Ryan,Young Adult,3.59,81147,3123,310,3.0
1517,The Year of the Flood,Margaret Atwood,Fiction,4.06,105243,3121,431,4.0
1518,"Men Are from Mars, Women Are from Venus",John Gray,Nonfiction,3.56,164413,3120,368,3.0
1519,Beyond Good and Evil,Friedrich Nietzsche,Philosophy,4.0,66727,3120,240,3.0
1521,Kiss of Midnight,Lara Adrian,Paranormal Romance,3.93,60464,3115,402,3.0
1522,Diary,Chuck Palahniuk,Fiction,3.61,73042,3106,262,3.0
1523,Hard Times,Charles Dickens,Classics,3.54,56829,3103,353,9.0
1524,Ringworld,Larry Niven,Science Fiction,3.96,104190,3102,288,1.0
1525,Tatiana and Alexander,Paullina Simons,Historical Fiction,4.3,34258,3101,559,3.0
1528,Uprooted,Naomi Novik,Fantasy,4.06,166710,3094,435,39.0
1529,The Cat in the Hat Comes Back,Dr Seuss,Childrens,3.86,27256,3087,63,1.0
1530,Suite Française,Irène Némirovsky,Fiction,3.83,63320,3084,431,2.0
1531,The Physician,Noah Gordon,Historical Fiction,4.37,38507,3084,714,3.0
1532,Down and Out in Paris and London,George Orwell,Nonfiction,4.1,61959,3076,213,4.0
1533,The King of Attolia,Megan Whalen,Fantasy,4.38,32830,3076,387,17.0
1534,The Selected Writings of Edgar Allan Poe,Edgar Allan,Classics,4.3,1563,3068,1024,2.0
1535,The Mysterious Affair at Styles,Agatha Christie,Mystery,3.99,254521,3065,121,10.0
1536,The Young Elites,Marie Lu,Fantasy,3.88,108478,3063,355,1.0
1537,Book of a Thousand Days,Shannon Hale,Fantasy,3.95,48636,3059,306,4.0
1538,Survival in Auschwitz,Primo Levi,Nonfiction,4.31,48449,3059,187,5.0
1540,Shadowland,Alyson Noel,Young Adult,3.66,77486,3058,339,0.0
1541,The Magicians,Lev Grossman,Fantasy,3.52,232073,3055,402,5.0
1542,"Death Note, Vol. 1: Boredom",Tsugumi Ohba,Manga,4.44,192291,3054,195,0.0
1543,Long Day's Journey into Night,Eugene O'Neill,Plays,4.07,34989,3051,179,3.0
1545,Flatland: A Romance of Many Dimensions,Edwin A,Fiction,3.81,56424,3044,96,3.0
1546,The Girl Who Loved Tom Gordon,Stephen King,Horror,3.61,132971,3044,264,7.0
1547,Code Name Verity,Elizabeth Wein,Historical Fiction,4.03,96652,3039,452,3.0
1548,Ptolemy's Gate,Jonathan Stroud,Fantasy,4.26,79654,3037,501,3.0
1549,Just One Day,Gayle Forman,Young Adult,4.0,77995,3034,369,1.0
1550,Some Girls Bite,Chloe Neill,Urban Fantasy,3.99,59099,3032,341,1.0
1551,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,Nonfiction,3.62,117508,3028,356,3.0
1553,Messenger,Lois Lowry,Young Adult,3.91,112098,3022,169,3.0
1555,Eva Luna,Isabel Allende,Fiction,3.97,40130,3009,307,1.0
1556,The Human Obsession,Heath Sommer,Mystery,4.14,176,3007,314,7.0
1557,Sputnik Sweetheart,Haruki Murakami,Fiction,3.82,110127,3005,229,3.0
1558,Fragile Eternity,Melissa Marr,Young Adult,3.84,41701,3000,389,4.0
1559,Crash,JG Ballard,Fiction,3.6,22341,2996,224,6.0
1560,The Communist Manifesto,Karl Marx,Philosophy,3.58,108580,2985,288,7.0
1561,Lisey's Story,Stephen King,Horror,3.68,67577,2985,513,7.0
1562,My Life Next Door,Huntley Fitzpatrick,Young Adult,3.99,133812,2979,394,3.0
1563,"Sarah, Plain and Tall",Patricia MacLachlan,Historical Fiction,3.78,75416,2959,64,3.0
1564,Dark Flame,Alyson Noel,Young Adult,3.73,58625,2955,320,3.0
1565,"Good Night, Mr. Tom",Michelle Magorian,Historical Fiction,4.3,39217,2947,320,4.0
1566,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,Comics,4.74,20857,2946,254,4.0
1569,Haroun and the Sea of Stories,Salman Rushdie,Fantasy,4.01,29116,2940,224,3.0
1570,"The Call of the Wild, White Fang and Other Stories",Jack London,Classics,4.01,20443,2940,400,3.0
1571,Nightfall,LJ Smith,Vampires,3.57,47571,2939,586,2.0
1573,The Lottery and Other Stories,Shirley Jackson,Short Stories,4.06,63627,2938,302,13.0
1574,The Light Fantastic,Terry Pratchett,Fantasy,3.97,123544,2933,277,4.0
1575,The Sense of an Ending,Julian Barnes,Fiction,3.73,147473,2933,150,1.0
1576,Moon Palace,Paul Auster,Fiction,3.95,20840,2930,320,0.0
1577,O Pioneers!,Willa Cather,Classics,3.87,45610,2921,159,3.0
1578,Opposition,Jennifer L,Young Adult,4.38,64454,2920,533,5.0
1579,A Storm of Swords: Steel and Snow,George RR,Fantasy,4.45,70307,2918,663,2.0
1580,Moloka'i,Alan Brennert,Historical Fiction,4.17,106793,2915,405,3.0
1581,Chain Reaction,Simone Elkeles,Romance,4.1,59723,2914,319,2.0
1582,The Golem's Eye,Jonathan Stroud,Fantasy,4.09,86526,2910,562,2.0
1583,Let the Great World Spin,Colum McCann,Fiction,3.94,94405,2905,351,9.0
1584,Common Sense,Thomas Paine,History,3.98,29902,2904,104,5.0
1586,The Vampire Armand,Anne Rice,Horror,3.77,63697,2892,457,3.0
1588,Black Boy,Richard Wright,Classics,4.07,47169,2879,419,6.0
1589,Pure,Jennifer L,Young Adult,4.31,57998,2865,329,3.0
1591,Ghost Story,Peter Straub,Horror,3.95,67317,2860,567,7.0
1592,Dance with the Devil,Sherrilyn Kenyon,Paranormal Romance,4.38,60619,2859,343,2.0
1593,In Search of Lost Time,Marcel Proust,Fiction,4.35,9962,2857,4211,70.0
1594,Galápagos,Kurt Vonnegut,Fiction,3.87,68730,2857,324,5.0
1596,The Guardian of Secrets and Her Deathly Pact,Jana Petken,Historical Fiction,4.19,1310,2848,714,22.0
1598,The True Confessions of Charlotte Doyle,Avi,Historical Fiction,3.83,79165,2833,278,3.0
1599,The Sword of Summer,Rick Riordan,Fantasy,4.24,150368,2833,499,1.0
1600,Buddenbrooks: The Decline of a Family,Thomas Mann,Classics,4.16,21706,2831,731,10.0
1601,The Harry Potter Collection 1-4,JK Rowling,Fantasy,4.68,54860,2829,1500,17.0
1603,Blood Red Road,Moira Young,Young Adult,3.91,59092,2825,459,4.0
1605,Intensity,Dean Koontz,Horror,4.04,74194,2823,436,1.0
1606,Deity,Jennifer L,Young Adult,4.37,52301,2823,330,25.0
1607,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,Nonfiction,3.96,88978,2823,307,8.0
1609,Splintered,AG Howard,Fantasy,3.92,52231,2819,371,6.0
1610,Eye for Eye,JK Franko,Epic,4.3,4834,2819,432,4.0
1611,The Seven Husbands of Evelyn Hugo,Taylor Jenkins,Historical Fiction,4.35,222152,2808,391,15.0
1612,"Winesburg, Ohio",Sherwood Anderson,Fiction,3.84,30105,2804,240,4.0
1613,Leviathan,Scott Westerfeld,Steampunk,3.91,85409,2801,440,2.0
1614,The Kitchen House,Kathleen Grissom,Historical Fiction,4.19,233993,2800,369,3.0
1615,Lips of a Mastodon,Ted Bernal,Drama,3.9,482,2798,226,6.0
1616,A Wind in the Door,Madeleine L'Engle,Fantasy,4.0,118811,2795,203,2.0
1617,Dark Matter,Blake Crouch,Science Fiction,4.09,259579,2794,342,15.0
1618,Eye of the Needle,Ken Follett,Fiction,4.19,128677,2792,339,5.0
1619,Our Mutual Friend,Charles Dickens,Classics,4.08,26023,2782,801,4.0
1621,Xenocide,Orson Scott,Science Fiction,3.8,140957,2771,592,3.0
1622,The Earthsea Trilogy,Ursula K,Fantasy,4.27,18284,2770,478,2.0
1623,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,Nonfiction,3.63,177502,2767,240,0.0
1625,The Wrath and the Dawn,Renée Ahdieh,Fantasy,4.11,113274,2760,404,12.0
1626,The Lords of Discipline,Pat Conroy,Fiction,4.31,24880,2759,512,3.0
1628,After,Anna Todd,Romance,3.74,136671,2749,582,9.0
1629,Tell the Wolves I'm Home,Carol Rifka,Fiction,4.03,126179,2746,360,3.0
1630,Faith of the Fallen,Terry Goodkind,Fantasy,4.09,68236,2740,785,3.0
1631,The Reptile Room,Lemony Snicket,Fiction,3.98,183657,2739,192,1.0
1632,Finnikin of the Rock,Melina Marchetta,Fantasy,3.87,42310,2737,416,14.0
1633,The Mill on the Floss,George Eliot,Classics,3.8,47830,2736,579,0.0
1635,Defending Jacob,William Landay,Fiction,3.98,263589,2732,421,3.0
1636,Twilight,Meg Cabot,Young Adult,4.24,38683,2731,312,3.0
1637,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",M Scott,Psychology,4.06,83787,2722,320,3.0
1638,Eon: Dragoneye Reborn,Alison Goodman,Fantasy,3.94,57807,2719,531,3.0
1639,Wives and Daughters,Elizabeth Gaskell,Classics,4.1,42880,2713,679,3.0
1640,Heart of a Dog,Mikhail Bulgakov,Fiction,4.1,41520,2709,123,6.0
1641,The Rise of Nine,Pittacus Lore,Young Adult,4.18,96410,2706,372,3.0
1642,Doctor Sleep,Stephen King,Horror,4.12,196078,2697,531,5.0
1644,The Testing,Joelle Charbonneau,Dystopia,4.04,59410,2691,325,1.0
1645,The City of Dreaming Books,Walter Moers,Fantasy,4.37,15908,2690,461,3.0
1646,The Return of the Native,Thomas Hardy,Classics,3.86,34160,2689,448,5.0
1647,The Fall of the House of Usher and Other Tales,Edgar Allan,Classics,4.17,68360,2687,400,4.0
1648,More Than This,Patrick Ness,Young Adult,3.98,48611,2684,480,3.0
1649,To Say Nothing of the Dog,Connie Willis,Science Fiction,4.13,32755,2683,512,8.0
1650,The House at Riverton,Kate Morton,Historical Fiction,3.94,102818,2677,599,2.0
1651,The Rainmaker,John Grisham,Fiction,3.95,172918,2676,419,3.0
1652,Dreamland,Sarah Dessen,Young Adult,3.9,74297,2676,250,2.0
1653,The Forbidden Game,LJ Smith,Young Adult,4.19,21076,2675,750,3.0
1654,The Thief,Megan Whalen,Fantasy,3.86,67385,2671,280,8.0
1656,Salt to the Sea,Ruta Sepetys,Historical Fiction,4.35,123171,2669,391,5.0
1657,The Long Goodbye,Raymond Chandler,Mystery,4.21,33524,2668,379,3.0
1659,Nevermore,Kelly Creagh,Young Adult,3.87,28389,2663,543,3.0
1660,Amy & Roger's Epic Detour,Morgan Matson,Young Adult,4.0,87951,2663,343,6.0
1661,Rise of the Evening Star,Brandon Mull,Fantasy,4.15,111316,2661,456,6.0
1662,Night Watch,Sergei Lukyanenko,Fantasy,3.98,39613,2659,455,3.0
1663,The Fall of Hyperion,Dan Simmons,Science Fiction,4.21,95506,2657,517,8.0
1664,Ship of Magic,Robin Hobb,Fantasy,4.13,62746,2657,880,3.0
1668,The Sight,David Clement-Davies,Fantasy,4.14,12389,2641,486,6.0
1669,We the Living,Ayn Rand,Fiction,3.92,26118,2639,464,5.0
1670,Beautiful Chaos,Kami Garcia,Young Adult,3.93,92476,2637,516,5.0
1671,The Sweet Far Thing,Libba Bray,Fantasy,3.96,65445,2632,819,4.0
1673,The Cadaver Factory,Kenneth Jarrett,Fiction,4.35,236,2630,52,14.0
1674,The Long Dark Tea-Time of the Soul,Douglas Adams,Fiction,4.04,79105,2629,307,4.0
1675,Someone Like You,Sarah Dessen,Young Adult,3.93,95945,2626,281,2.0
1676,Explosion in Paris,Linda Masemore,Romance,4.12,379,2623,408,16.0
1677,Oathbringer,Brandon Sanderson,Fantasy,4.59,126896,2622,1243,15.0
1678,Lord of Chaos,Robert Jordan,Fantasy,4.13,129336,2621,1011,9.0
1679,Our Town,Thornton Wilder,Plays,3.67,43804,2618,181,3.0
1681,By the River Piedra I Sat Down and Wept,Paulo Coelho,Fiction,3.57,87378,2613,208,3.0
1683,Stone of Tears,Terry Goodkind,Fantasy,4.09,105852,2602,703,7.0
1684,The House on Mango Street,Sandra Cisneros,Fiction,3.65,125638,2602,110,3.0
1685,Carnal: Somewhere Over 40 Winks,Rom LcO'Feer,Psychology,3.77,133,2600,222,13.0
1686,Gates of Fire,Steven Pressfield,Historical Fiction,4.4,29214,2598,392,3.0
1687,The Dragonbone Chair,Tad Williams,Fantasy,3.94,63023,2596,672,6.0
1688,Son of the Shadows,Juliet Marillier,Fantasy,4.33,27955,2589,608,3.0
1689,The Orb of Truth,Brae Wyckoff,Fantasy,3.76,290,2585,242,13.0
1691,Bag of Bones,Stephen King,Horror,3.9,173166,2582,736,1.0
1692,Wild Magic,Tamora Pierce,Fantasy,4.29,72556,2581,362,5.0
1694,Child 44,Tom Rob,Fiction,4.09,75155,2577,509,3.0
1695,Confessions,Augustine of,Philosophy,3.92,47070,2577,341,3.0
1696,House Rules,Jodi Picoult,Fiction,4.02,148019,2576,532,4.0
1697,Tales of the City,Armistead Maupin,Fiction,4.03,37087,2574,272,1.0
1698,Grave Mercy,Robin LaFevers,Fantasy,3.89,97806,2574,549,6.0
1699,The Raven King,Maggie Stiefvater,Fantasy,4.25,101559,2571,439,7.0
1700,The Rules of Attraction,Bret Easton,Fiction,3.69,40537,2568,283,5.0
1701,Beyond the Shadows,Brent Weeks,Fantasy,4.26,88492,2565,689,3.0
1702,Avalon High,Meg Cabot,Young Adult,3.81,43400,2564,288,4.0
1705,Since You've Been Gone,Morgan Matson,Contemporary,4.12,95635,2559,449,3.0
1708,The Sword in the Stone,TH White,Fantasy,3.9,23277,2544,352,2.0
1710,The Grand Delusion,Heath Sommer,Mystery,4.12,161,2542,410,5.0
1711,P.S. I Still Love You,Jenny Han,Young Adult,4.11,230729,2530,337,5.0
1712,The Brothers Lionheart,Astrid Lindgren,Fantasy,4.35,28708,2530,231,5.0
1713,Bloodlines,Lindsay Anne,Young Adult,3.7,941,2525,320,9.0
1714,Along Came a Spider,James Patterson,Mystery,4.11,400302,2521,449,7.0
1715,Heist Society,Ally Carter,Young Adult,3.91,87600,2520,287,4.0
1716,Black Hawk Down: A Story of Modern War,Mark Bowden,History,4.28,53966,2518,386,4.0
1717,Equal Rites,Terry Pratchett,Fantasy,4.02,143853,2516,228,11.0
1718,The Sign of Four,Arthur Conan,Classics,3.94,112782,2513,129,4.0
1719,Hannibal,Thomas Harris,Horror,3.77,91586,2511,564,2.0
1720,Lord Jim,Joseph Conrad,Classics,3.62,27174,2507,455,3.0
1721,Shadow's Edge,Brent Weeks,Fantasy,4.25,91819,2507,636,1.0
1723,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L,History,4.17,101287,2505,1614,3.0
1725,The Snowman,Jo Nesbø,Mystery,4.01,109895,2498,383,3.0
1726,The Twits,Roald Dahl,Childrens,3.97,118212,2498,96,3.0
1727,Enna Burning,Shannon Hale,Fantasy,3.98,38941,2490,317,3.0
1728,The Second Sex,Simone de,Feminism,4.13,30551,2489,746,10.0
1730,A Hunger Like No Other,Kresley Cole,Paranormal,4.17,67048,2487,360,3.0
1731,Rage of Angels,Sidney Sheldon,Fiction,3.94,34887,2487,512,2.0
1733,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,Nonfiction,4.13,98213,2483,352,5.0
1734,The Tattooist of Auschwitz,Heather Morris,Historical Fiction,4.25,464207,2481,262,21.0
1735,Follow the River,James Alexander,Historical Fiction,4.22,18013,2474,406,5.0
1738,The Constant Princess,Philippa Gregory,Historical Fiction,3.91,149766,2467,390,1.0
1739,Shadowland,Meg Cabot,Young Adult,4.03,62984,2464,287,1.0
1740,"Fruits Basket, Vol. 1",Natsuki Takaya,Manga,4.24,146791,2461,216,3.0
1741,Under the Volcano,Malcolm Lowry,Fiction,3.79,21739,2461,397,7.0
1742,Fade Out,Rachel Caine,Vampires,4.19,37990,2459,237,3.0
1743,The Silent Patient,Alex Michaelides,Mystery,4.09,507237,2444,325,15.0
1744,The Electric Kool-Aid Acid Test,Tom Wolfe,Nonfiction,3.92,69068,2443,416,4.0
1745,Heart of Darkness and The Secret Sharer,Joseph Conrad,Classics,3.5,16447,2442,176,2.0
1746,The Testament,John Grisham,Fiction,3.86,106005,2441,535,3.0
1747,These Happy Golden Years,Laura Ingalls,Classics,4.19,66690,2440,289,15.0
1748,The House at Pooh Corner,AA Milne,Classics,4.36,81492,2439,180,2.0
1749,Night Play,Sherrilyn Kenyon,Paranormal Romance,4.35,50387,2438,362,3.0
1750,The Novice,Trudi Canavan,Fantasy,4.05,51504,2434,577,2.0
1751,The Tea Rose,Jennifer Donnelly,Historical Fiction,4.19,32283,2432,675,3.0
1753,Raintree County,Ross Lockridge,Historical Fiction,3.95,941,2430,1088,6.0
1755,Magic Burns,Ilona Andrews,Urban Fantasy,4.32,73325,2425,261,4.0
1758,Housekeeping,Marilynne Robinson,Fiction,3.81,43501,2419,219,3.0
1759,"Alas, Babylon",Pat Frank,Fiction,4.08,39025,2416,323,3.0
1761,The Mummy,Anne Rice,Horror,3.83,42782,2414,480,3.0
1764,The Pickwick Papers,Charles Dickens,Classics,3.83,24478,2408,801,2.0
1765,Gaudy Night,Dorothy L,Mystery,4.23,23369,2407,501,2.0
1768,Sunshine,Robin McKinley,Vampires,3.85,37449,2403,405,3.0
1769,A Gentleman in Moscow,Amor Towles,Historical Fiction,4.34,293330,2401,462,6.0
1770,One Thousand White Women: The Journals of May Dodd,Jim Fergus,Historical Fiction,3.88,114179,2400,434,3.0
1772,The Executioner's Song,Norman Mailer,Nonfiction,4.07,18412,2398,1056,9.0
1773,The Naming,Alison Croggon,Fantasy,4.01,24255,2398,492,4.0
1774,Bitterblue,Kristin Cashore,Fantasy,3.99,101284,2396,576,4.0
1775,The Talented Mr. Ripley,Patricia Highsmith,Fiction,3.93,61428,2394,320,9.0
1776,Spells,Aprilynne Pike,Fantasy,3.98,39173,2383,359,1.0
1777,Horton Hears a Who!,Dr Seuss,Childrens,4.18,96796,2380,64,5.0
1779,The Gulag Archipelago 1918–1956,Aleksandr Solzhenitsyn,History,4.27,20132,2377,472,15.0
1780,First Drop of Crimson,Jeaniene Frost,Vampires,4.15,52870,2374,371,2.0
1781,Leaving Paradise,Simone Elkeles,Young Adult,4.0,41345,2371,303,1.0
1784,When Nietzsche Wept,Irvin D,Psychology,4.33,46494,2368,310,4.0
1786,Cold Comfort Farm,Stella Gibbons,Fiction,3.91,41654,2363,233,5.0
1789,The Andromeda Strain,Michael Crichton,Science Fiction,3.9,223312,2360,327,4.0
1790,The Sneetches and Other Stories,Dr Seuss,Childrens,4.31,63443,2355,65,1.0
1792,Incarceron,Catherine Fisher,Fantasy,3.64,57320,2352,458,3.0
1793,Quicksilver,Neal Stephenson,Fiction,3.92,36267,2351,927,4.0
1794,Circus of the Damned,Laurell K,Urban Fantasy,4.16,88160,2350,320,2.0
1796,Wyrd Sisters,Terry Pratchett,Fantasy,4.12,93669,2349,265,6.0
1797,Batman: The Killing Joke,Alan Moore,Comics,4.37,169565,2349,50,11.0
1800,Prey,Michael Crichton,Fiction,3.76,164483,2344,507,0.0
1801,Willow,Julia Hoban,Young Adult,3.92,31541,2344,329,2.0
1802,Magic Study,Maria V,Fantasy,4.03,71776,2344,392,5.0
1806,A Knight in Shining Armor,Jude Deveraux,Romance,4.22,33203,2342,464,4.0
1807,The Mammoth Hunters,Jean M,Historical Fiction,3.91,61880,2341,688,4.0
1808,At First Sight,Nicholas Sparks,Romance,3.83,77421,2340,204,2.0
1809,Dark Visions,LJ Smith,Young Adult,4.19,37111,2340,732,2.0
1810,Last Exit to Brooklyn,Hubert SelJr,Fiction,3.83,27914,2337,290,2.0
1811,The Call of Cthulhu and Other Weird Stories,HP Lovecraft,Horror,4.22,36832,2335,420,7.0
1812,A Living Nightmare,Darren Shan,Fantasy,4.07,50586,2328,272,1.0
1813,My Sister's Grave,Robert Dugoni,Mystery,4.05,118017,2328,416,3.0
1814,Falling Up,Shel Silverstein,Poetry,4.34,128030,2327,178,34.0
1815,Stormbreaker,Anthony Horowitz,Young Adult,3.98,86922,2326,256,3.0
1816,Mateguas Island: A Novel of Horror and Suspense,Linda Watkins,Horror,3.86,554,2324,380,9.0
1817,Immortality,Milan Kundera,Fiction,4.14,30468,2322,400,3.0
1818,Pollyanna,Eleanor H,Classics,3.98,76593,2319,304,7.0
1820,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",JD Salinger,Fiction,4.11,46207,2314,256,3.0
1821,Wide Sargasso Sea,Jean Rhys,Fiction,3.59,66733,2312,171,12.0
1823,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,Self Help,4.15,204124,2309,168,14.0
1826,The Body Finder,Kimberly Derting,Young Adult,3.94,50451,2306,327,4.0
1828,The Book of Three,Lloyd Alexander,Fantasy,3.98,72763,2303,190,3.0
1831,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,Nonfiction,3.94,487482,2301,296,3.0
1832,What We Talk About When We Talk About Love,Raymond Carver,Short Stories,4.15,47065,2301,159,8.0
1833,Blue Moon,Laurell K,Urban Fantasy,4.05,61096,2298,418,3.0
1834,Strange the Dreamer,Laini Taylor,Fantasy,4.28,82761,2297,544,7.0
1835,NOS4A2,Joe Hill,Horror,4.07,101462,2296,692,8.0
1836,Good in Bed,Jennifer Weiner,Chick Lit,3.73,279594,2295,376,3.0
1837,The Eternity Code,Eoin Colfer,Fantasy,4.03,123448,2294,352,2.0
1838,Wake,Lisa McMann,Young Adult,3.75,77538,2293,210,2.0
1839,What Dreams May Come,Richard Matheson,Fiction,3.95,11383,2286,288,5.0
1840,Second Foundation,Isaac Asimov,Science Fiction,4.25,144567,2286,256,88.0
1841,The Hour I First Believed,Wally Lamb,Fiction,3.82,56252,2285,740,3.0
1842,Alice in Zombieland,Gena Showalter,Young Adult,4.04,39365,2284,404,7.0
1843,Attachments,Rainbow Rowell,Romance,3.9,170853,2282,323,8.0
1845,First Grave on the Right,Darynda Jones,Paranormal,4.04,74370,2277,310,3.0
1846,Master and Commander,Patrick O'Brian,Historical Fiction,4.07,48383,2275,464,3.0
1847,Written on the Body,Jeanette Winterson,Fiction,4.07,24309,2274,192,2.0
1848,La Dame aux Camélias,Alexandre Dumas,Classics,4.0,33643,2272,256,2.0
1849,The Zahir,Paulo Coelho,Fiction,3.57,69032,2271,336,3.0
1851,Tiger's Quest,Colleen Houck,Fantasy,4.32,36331,2266,479,3.0
1852,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Gordon B,Religion,4.6,14062,2265,256,3.0
1853,Shadow Souls,LJ Smith,Vampires,3.78,36281,2265,599,4.0
1854,The Right Stuff,Tom Wolfe,Nonfiction,4.23,44375,2264,352,5.0
1855,This Side of the Grave,Jeaniene Frost,Vampires,4.27,57760,2263,357,2.0
1856,Anna Dressed in Blood,Kendare Blake,Young Adult,3.93,95181,2261,316,4.0
1857,The Fifth Elephant,Terry Pratchett,Fantasy,4.25,62471,2260,464,3.0
1858,The Prince and the Pauper,Mark Twain,Classics,3.86,106886,2257,240,3.0
1859,The Hundred Secret Senses,Amy Tan,Fiction,3.99,40229,2255,406,0.0
1861,Just Kids,Patti Smith,Nonfiction,4.16,178728,2247,304,6.0
1862,A Million Suns,Beth Revis,Young Adult,4.02,51683,2246,386,3.0
1863,A Northern Light,Jennifer Donnelly,Historical Fiction,3.81,39196,2246,396,0.0
1864,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,Comics,4.63,50015,2246,208,7.0
1865,The War of the End of the World,Mario Vargas,Fiction,4.23,8591,2239,568,0.0
1866,The Hobbit: Graphic Novel,Chuck Dixon,Fantasy,4.48,164095,2238,133,28.0
1867,Anathem,Neal Stephenson,Science Fiction,4.19,61299,2236,937,8.0
1868,A Conjuring of Light,VE Schwab,Fantasy,4.34,85033,2235,624,10.0
1869,Sister Carrie,Theodore Dreiser,Classics,3.75,36639,2233,580,5.0
1870,The Van Alen Legacy,Melissa de,Young Adult,3.95,64110,2229,369,0.0
1871,I've Got Your Number,Sophie Kinsella,Chick Lit,3.94,194102,2229,433,8.0
1872,The Sun Is Also a Star,Nicola Yoon,Young Adult,4.06,184267,2227,384,4.0
1874,Witches Abroad,Terry Pratchett,Fantasy,4.21,73679,2224,374,6.0
1875,The Solitaire Mystery,Jostein Gaarder,Fiction,4.17,21501,2223,309,4.0
1876,The Miracle of Forgiveness,Spencer W,Religion,4.35,15108,2209,376,4.0
1877,The Lost World,Michael Crichton,Fiction,3.79,124721,2204,448,4.0
1878,Dance Dance Dance,Haruki Murakami,Fiction,4.04,65887,2203,393,3.0
1879,Spell Bound,Rachel Hawkins,Young Adult,4.07,57185,2202,327,4.0
1880,Lightning,Dean Koontz,Horror,4.06,56841,2202,384,5.0
1881,Angel,James Patterson,Young Adult,4.02,47976,2202,298,5.0
